
Quadro extraído em 26 de Fevereiro de 2025 (23:50:58)
http://www.ine.pt



Local de residência à data dos Censos [2021] (NUTS - 2024);Grupo etário;Sexo;Período de referência dos dados;População residente (N.º) por Local de residência à data dos Censos [2021] (NUTS - 2024), Sexo, Grupo etário e Nível de escolaridade mais elevado completo -  Decenal;;;;;;;;;;;;;;
;;;;Nível de escolaridade mais elevado completo;;;;;;;;;;;;;;
;;;;Total;Nenhum;Ensino básico;1.º ciclo;2.º ciclo;3.º ciclo;Ensino secundário;Ensino pós-secundário;Ensino superior;Curso técnico superior profissional;Bacharelato;Licenciatura;Mestrado;Doutoramento;
;;;;N.º ;N.º ;N.º ;N.º ;N.º ;N.º ;N.º ;N.º ;N.º ;N.º ;N.º ;N.º ;N.º ;N.º ;
110913: Santo Isidoro;Total;H;2021;2168;288;1057;411;295;351;451;27;345;4;35;230;71;5;
;;M;2021;2228;296;954;452;219;283;468;23;487;1;39;337;91;19;
;Menos de 15 anos;H;2021;348;218;130;57;66;7;0;0;0;0;0;0;0;0;
;;M;2021;325;190;135;70;58;7;0;0;0;0;0;0;0;0;
;15 - 19 anos;H;2021;113;0;72;0;10;62;41;0;0;0;0;0;0;0;
;;M;2021;118;0;76;0;12;64;42;0;0;0;0;0;0;0;
;20 - 24 anos;H;2021;117;0;25;0;1;24;62;3;27;3;0;20;4;0;
;;M;2021;109;1;9;1;0;8;65;1;33;1;0;25;7;0;
;25 - 29 anos;H;2021;104;4;23;0;5;18;43;7;27;0;0;13;14;0;
;;M;2021;105;2;16;0;4;12;38;6;43;0;0;25;17;1;
;30 - 34 anos;H;2021;95;0;26;1;5;20;40;5;24;0;0;18;6;0;
;;M;2021;99;4;18;1;5;12;34;2;41;0;2;28;11;0;
;35 - 39 anos;H;2021;124;2;52;3;23;26;31;5;34;1;3;22;8;0;
;;M;2021;149;1;25;0;1;24;40;5;78;0;5;54;15;4;
;40 - 44 anos;H;2021;168;2;49;2;12;35;58;3;56;0;8;42;6;0;
;;M;2021;200;1;42;0;13;29;56;3;98;0;3;75;15;5;
;45 - 49 anos;H;2021;186;0;86;9;44;33;49;3;48;0;4;34;9;1;
;;M;2021;184;6;51;5;16;30;56;3;68;0;6;48;9;5;
;50 - 54 anos;H;2021;183;2;101;20;50;31;45;1;34;0;8;19;7;0;
;;M;2021;144;2;68;18;23;27;38;2;34;0;3;26;4;1;
;55 - 59 anos;H;2021;161;4;104;33;40;31;32;0;21;0;3;11;6;1;
;;M;2021;185;7;104;44;35;25;40;0;34;0;6;19;7;2;
;60 - 64 anos;H;2021;149;11;99;56;18;25;17;0;22;0;2;14;4;2;
;;M;2021;139;5;93;56;24;13;25;1;15;0;6;7;2;0;
;65 - 69 anos;H;2021;122;6;82;61;9;12;14;0;20;0;2;13;5;0;
;;M;2021;137;9;94;64;18;12;15;0;19;0;2;14;2;1;
;70 - 74 anos;H;2021;103;7;70;55;4;11;11;0;15;0;2;13;0;0;
;;M;2021;109;6;80;66;5;9;11;0;12;0;2;8;2;0;
;75 ou mais anos;H;2021;195;32;138;114;8;16;8;0;17;0;3;11;2;1;
;;M;2021;225;62;143;127;5;11;8;0;12;0;4;8;0;0;
110918: União das freguesias de Azueira e Sobral da Abelheira;Total;H;2021;2151;264;1282;546;329;407;410;20;175;7;12;116;37;3;
;;M;2021;2283;319;1207;597;276;334;429;20;308;2;17;220;64;5;
;Menos de 15 anos;H;2021;297;183;114;43;63;8;0;0;0;0;0;0;0;0;
;;M;2021;306;169;137;63;65;9;0;0;0;0;0;0;0;0;
;15 - 19 anos;H;2021;128;0;86;1;14;71;42;0;0;0;0;0;0;0;
;;M;2021;101;1;61;0;9;52;38;0;1;1;0;0;0;0;
;20 - 24 anos;H;2021;109;0;35;0;0;35;61;3;10;2;0;7;1;0;
;;M;2021;115;0;15;0;2;13;63;2;35;1;0;27;7;0;
;25 - 29 anos;H;2021;100;6;25;1;6;18;54;2;13;1;0;8;4;0;
;;M;2021;97;1;18;1;1;16;41;7;30;0;0;19;11;0;
;30 - 34 anos;H;2021;96;1;39;1;9;29;33;4;19;0;0;11;8;0;
;;M;2021;115;1;24;0;10;14;42;5;43;0;0;27;16;0;
;35 - 39 anos;H;2021;131;2;66;5;18;43;32;2;29;4;0;16;8;1;
;;M;2021;146;5;37;3;6;28;51;1;52;0;0;38;12;2;
;40 - 44 anos;H;2021;165;0;97;6;36;55;45;4;19;0;0;14;4;1;
;;M;2021;160;3;61;3;22;36;53;0;43;0;2;35;6;0;
;45 - 49 anos;H;2021;177;1;106;17;51;38;42;2;26;0;2;19;5;0;
;;M;2021;198;8;97;13;37;47;44;5;44;0;3;36;3;2;
;50 - 54 anos;H;2021;169;5;110;38;44;28;30;2;22;0;2;15;4;1;
;;M;2021;147;3;93;28;38;27;36;0;15;0;3;9;3;0;
;55 - 59 anos;H;2021;157;2;121;61;33;27;23;1;10;0;2;7;1;0;
;;M;2021;159;6;109;51;30;28;22;0;22;0;1;16;4;1;
;60 - 64 anos;H;2021;136;10;99;51;31;17;21;0;6;0;1;4;1;0;
;;M;2021;152;7;125;63;33;29;14;0;6;0;1;5;0;0;
;65 - 69 anos;H;2021;135;8;100;80;7;13;18;0;9;0;2;6;1;0;
;;M;2021;127;4;100;81;9;10;16;0;7;0;2;4;1;0;
;70 - 74 anos;H;2021;114;9;97;81;5;11;3;0;5;0;2;3;0;0;
;;M;2021;131;11;111;93;5;13;4;0;5;0;3;1;1;0;
;75 ou mais anos;H;2021;237;37;187;161;12;14;6;0;7;0;1;6;0;0;
;;M;2021;329;100;219;198;9;12;5;0;5;0;2;3;0;0;
110919: União das freguesias de Enxara do Bispo, Gradil e Vila Franca do Rosário;Total;H;2021;1904;254;1073;423;300;350;366;37;174;4;17;119;26;8;
;;M;2021;2075;309;1013;484;239;290;437;16;300;1;14;221;58;6;
;Menos de 15 anos;H;2021;288;187;101;47;46;8;0;0;0;0;0;0;0;0;
;;M;2021;304;202;102;41;53;8;0;0;0;0;0;0;0;0;
;15 - 19 anos;H;2021;109;0;83;0;14;69;26;0;0;0;0;0;0;0;
;;M;2021;139;1;97;2;22;73;41;0;0;0;0;0;0;0;
;20 - 24 anos;H;2021;99;2;24;0;5;19;57;4;12;1;0;9;2;0;
;;M;2021;110;0;15;0;4;11;74;0;21;0;0;19;2;0;
;25 - 29 anos;H;2021;85;3;29;3;8;18;37;6;10;1;0;6;3;0;
;;M;2021;94;3;14;0;3;11;38;2;37;1;0;25;11;0;
;30 - 34 anos;H;2021;100;3;50;4;10;36;30;4;13;2;1;6;4;0;
;;M;2021;108;1;19;1;6;12;50;2;36;0;0;21;15;0;
;35 - 39 anos;H;2021;143;3;70;8;25;37;45;6;19;0;0;15;2;2;
;;M;2021;130;1;25;2;9;14;50;4;50;0;3;35;9;3;
;40 - 44 anos;H;2021;156;2;71;12;24;35;51;7;25;0;1;19;5;0;
;;M;2021;164;4;46;5;19;22;57;4;53;0;1;41;11;0;
;45 - 49 anos;H;2021;154;2;71;6;34;31;45;5;31;0;3;25;1;2;
;;M;2021;160;1;68;18;21;29;51;0;40;0;3;33;4;0;
;50 - 54 anos;H;2021;162;0;109;36;41;32;26;5;22;0;6;14;2;0;
;;M;2021;159;2;99;42;30;27;27;4;27;0;2;23;2;0;
;55 - 59 anos;H;2021;138;3;98;36;43;19;24;0;13;0;0;9;4;0;
;;M;2021;137;3;103;40;29;34;20;0;11;0;1;7;3;0;
;60 - 64 anos;H;2021;102;3;83;44;25;14;9;0;7;0;2;3;1;1;
;;M;2021;108;7;71;38;16;17;17;0;13;0;2;10;1;0;
;65 - 69 anos;H;2021;101;4;76;56;7;13;9;0;12;0;3;6;1;2;
;;M;2021;110;4;99;74;13;12;4;0;3;0;0;0;0;3;
;70 - 74 anos;H;2021;91;4;78;60;6;12;2;0;7;0;1;5;1;0;
;;M;2021;109;9;91;74;7;10;5;0;4;0;2;2;0;0;
;75 ou mais anos;H;2021;176;38;130;111;12;7;5;0;3;0;0;2;0;1;
;;M;2021;243;71;164;147;7;10;3;0;5;0;0;5;0;0;
110920: União das freguesias de Igreja Nova e Cheleiros;Total;H;2021;2320;302;1177;461;308;408;508;35;298;5;24;196;56;17;
;;M;2021;2373;366;1023;518;186;319;509;21;454;1;22;313;113;5;
;Menos de 15 anos;H;2021;391;243;148;61;78;9;0;0;0;0;0;0;0;0;
;;M;2021;363;232;131;54;67;10;0;0;0;0;0;0;0;0;
;15 - 19 anos;H;2021;127;0;91;0;10;81;36;0;0;0;0;0;0;0;
;;M;2021;125;1;78;0;8;70;46;0;0;0;0;0;0;0;
;20 - 24 anos;H;2021;117;0;23;0;3;20;67;5;22;2;0;15;5;0;
;;M;2021;119;1;10;0;1;9;64;5;39;0;0;28;11;0;
;25 - 29 anos;H;2021;116;1;26;0;3;23;56;4;29;0;0;18;11;0;
;;M;2021;97;0;11;1;0;10;42;2;42;0;0;20;22;0;
;30 - 34 anos;H;2021;123;3;44;2;9;33;46;3;27;1;0;13;11;2;
;;M;2021;121;3;21;1;1;19;45;2;50;0;0;28;22;0;
;35 - 39 anos;H;2021;160;3;41;1;8;32;64;7;45;1;1;31;11;1;
;;M;2021;170;2;27;1;4;22;56;8;77;1;1;59;16;0;
;40 - 44 anos;H;2021;203;4;79;6;23;50;62;9;49;1;4;40;4;0;
;;M;2021;201;4;45;6;10;29;67;2;83;0;3;58;21;1;
;45 - 49 anos;H;2021;210;3;106;10;47;49;57;3;41;0;7;28;4;2;
;;M;2021;217;8;71;14;22;35;63;1;74;0;5;59;9;1;
;50 - 54 anos;H;2021;171;3;101;20;41;40;37;3;27;0;6;19;1;1;
;;M;2021;170;2;75;21;25;29;57;1;35;0;3;26;5;1;
;55 - 59 anos;H;2021;163;7;97;33;36;28;35;1;23;0;2;12;7;2;
;;M;2021;144;7;82;35;20;27;29;0;26;0;5;15;5;1;
;60 - 64 anos;H;2021;106;3;76;37;20;19;21;0;6;0;0;5;0;1;
;;M;2021;113;4;80;38;16;26;21;0;8;0;3;5;0;0;
;65 - 69 anos;H;2021;117;1;87;70;12;5;16;0;13;0;1;10;1;1;
;;M;2021;126;4;103;86;7;10;11;0;8;0;2;5;1;0;
;70 - 74 anos;H;2021;113;4;100;77;11;12;6;0;3;0;0;0;0;3;
;;M;2021;152;11;126;109;2;15;7;0;8;0;0;6;1;1;
;75 ou mais anos;H;2021;203;27;158;144;7;7;5;0;13;0;3;5;1;4;
;;M;2021;255;87;163;152;3;8;1;0;4;0;0;4;0;0;
110921: União das freguesias de Malveira e São Miguel de Alcainça;Total;H;2021;4587;622;2010;602;537;871;1127;83;745;12;63;501;151;18;
;;M;2021;5060;729;1961;773;467;721;1138;51;1181;5;66;846;240;24;
;Menos de 15 anos;H;2021;836;506;330;135;173;22;0;0;0;0;0;0;0;0;
;;M;2021;865;527;338;135;177;26;0;0;0;0;0;0;0;0;
;15 - 19 anos;H;2021;266;3;190;2;34;154;73;0;0;0;0;0;0;0;
;;M;2021;284;1;173;1;18;154;110;0;0;0;0;0;0;0;
;20 - 24 anos;H;2021;260;6;65;1;7;57;134;5;50;5;0;39;6;0;
;;M;2021;253;8;26;1;1;24;128;8;83;3;0;65;15;0;
;25 - 29 anos;H;2021;229;8;49;2;5;42;82;8;82;1;0;45;35;1;
;;M;2021;212;8;27;1;5;21;68;5;104;0;0;71;32;1;
;30 - 34 anos;H;2021;293;7;75;1;17;57;111;12;88;2;3;48;33;2;
;;M;2021;302;6;42;3;8;31;77;7;170;1;3;90;72;4;
;35 - 39 anos;H;2021;371;5;121;7;25;89;128;14;103;3;3;77;19;1;
;;M;2021;448;13;96;2;20;74;141;9;189;1;4;137;44;3;
;40 - 44 anos;H;2021;467;7;153;12;36;105;175;15;117;1;8;89;16;3;
;;M;2021;498;17;83;3;21;59;158;13;227;0;5;186;32;4;
;45 - 49 anos;H;2021;441;7;148;11;53;84;153;20;113;0;11;79;19;4;
;;M;2021;484;17;125;22;34;69;146;5;191;0;21;138;29;3;
;50 - 54 anos;H;2021;351;9;151;25;52;74;109;7;75;0;11;55;8;1;
;;M;2021;324;10;107;25;39;43;105;3;99;0;10;78;6;5;
;55 - 59 anos;H;2021;250;8;133;31;46;56;65;2;42;0;9;24;7;2;
;;M;2021;306;15;148;45;40;63;88;1;54;0;9;35;8;2;
;60 - 64 anos;H;2021;203;11;136;59;38;39;39;0;17;0;1;11;3;2;
;;M;2021;251;7;169;72;39;58;48;0;27;0;4;20;2;1;
;65 - 69 anos;H;2021;193;11;127;76;24;27;36;0;19;0;9;9;1;0;
;;M;2021;219;15;152;93;20;39;35;0;17;0;2;14;0;1;
;70 - 74 anos;H;2021;142;8;110;69;9;32;9;0;15;0;3;8;3;1;
;;M;2021;180;14;144;95;20;29;13;0;9;0;3;6;0;0;
;75 ou mais anos;H;2021;285;26;222;171;18;33;13;0;24;0;5;17;1;1;
;;M;2021;434;71;331;275;25;31;21;0;11;0;5;6;0;0;
110922: União das freguesias de Venda do Pinheiro e Santo Estêvão das Galés;Total;H;2021;5237;657;2327;789;563;975;1253;91;909;9;71;628;184;17;
;;M;2021;5578;682;2233;979;491;763;1266;74;1323;5;83;952;255;28;
;Menos de 15 anos;H;2021;886;552;334;146;164;24;0;0;0;0;0;0;0;0;
;;M;2021;899;497;402;163;199;40;0;0;0;0;0;0;0;0;
;15 - 19 anos;H;2021;361;2;243;0;27;216;115;1;0;0;0;0;0;0;
;;M;2021;329;1;198;0;17;181;130;0;0;0;0;0;0;0;
;20 - 24 anos;H;2021;315;2;58;1;7;50;174;8;73;5;0;55;13;0;
;;M;2021;271;1;19;0;2;17;156;6;89;1;0;70;18;0;
;25 - 29 anos;H;2021;232;0;54;0;9;45;106;5;67;2;0;46;19;0;
;;M;2021;235;2;22;1;3;18;81;13;117;2;0;66;47;2;
;30 - 34 anos;H;2021;280;4;66;0;11;55;103;21;86;2;1;47;36;0;
;;M;2021;285;6;41;0;7;34;93;11;134;0;1;82;49;2;
;35 - 39 anos;H;2021;344;3;104;8;16;80;116;19;102;0;7;73;21;1;
;;M;2021;426;5;64;2;6;56;127;16;214;1;12;145;54;2;
;40 - 44 anos;H;2021;483;3;170;17;35;118;150;15;145;0;7;110;24;4;
;;M;2021;513;3;89;5;24;60;171;12;238;1;11;192;27;7;
;45 - 49 anos;H;2021;528;4;199;25;73;101;154;13;158;0;18;107;32;1;
;;M;2021;534;2;133;18;47;68;162;9;228;0;17;175;30;6;
;50 - 54 anos;H;2021;432;9;214;41;78;95;99;9;101;0;12;72;15;2;
;;M;2021;428;3;166;51;46;69;131;6;122;0;14;91;13;4;
;55 - 59 anos;H;2021;338;3;178;64;54;60;100;0;57;0;5;41;9;2;
;;M;2021;332;10;164;66;46;52;91;1;66;0;6;53;6;1;
;60 - 64 anos;H;2021;276;14;163;93;37;33;53;0;46;0;7;29;8;2;
;;M;2021;292;11;174;80;49;45;63;0;44;0;3;33;7;1;
;65 - 69 anos;H;2021;237;12;153;91;25;37;40;0;32;0;6;21;4;1;
;;M;2021;277;15;196;132;12;52;34;0;32;0;9;20;3;0;
;70 - 74 anos;H;2021;206;8;154;117;8;29;20;0;24;0;6;15;2;1;
;;M;2021;233;16;189;142;9;38;14;0;14;0;3;9;1;1;
;75 ou mais anos;H;2021;319;41;237;186;19;32;23;0;18;0;2;12;1;3;
;;M;2021;524;110;376;319;24;33;13;0;25;0;7;16;0;2;
1116: Odivelas;Total;H;2021;69724;9081;31008;11712;7080;12216;16757;1060;11818;168;740;7979;2653;278;
;;M;2021;78310;10667;32407;14951;6400;11056;16938;725;17573;59;1008;12456;3741;309;
;Menos de 15 anos;H;2021;11322;7245;4077;1741;2046;290;0;0;0;0;0;0;0;0;
;;M;2021;11014;7006;4008;1674;1990;344;0;0;0;0;0;0;0;0;
;15 - 19 anos;H;2021;3657;41;2368;12;347;2009;1242;2;4;4;0;0;0;0;
;;M;2021;3628;30;2201;12;248;1941;1394;1;2;2;0;0;0;0;
;20 - 24 anos;H;2021;4118;86;801;26;105;670;2340;121;770;51;0;605;113;1;
;;M;2021;3898;63;511;16;83;412;2132;74;1118;18;0;922;177;1;
;25 - 29 anos;H;2021;4289;117;809;38;119;652;1730;161;1472;50;0;883;531;8;
;;M;2021;4362;112;558;35;86;437;1444;98;2150;17;0;1303;820;10;
;30 - 34 anos;H;2021;4547;114;1040;75;192;773;1506;152;1735;32;13;982;675;33;
;;M;2021;5023;154;774;58;145;571;1425;129;2541;9;20;1444;1017;51;
;35 - 39 anos;H;2021;5243;120;1299;86;243;970;1724;199;1901;24;94;1239;499;45;
;;M;2021;5513;163;936;80;159;697;1531;94;2789;9;95;1948;679;58;
;40 - 44 anos;H;2021;5871;106;1670;147;400;1123;1966;179;1950;7;115;1456;333;39;
;;M;2021;6372;164;1209;135;264;810;1928;133;2938;4;134;2314;435;51;
;45 - 49 anos;H;2021;5435;119;2020;246;612;1162;1764;149;1383;0;112;1038;199;34;
;;M;2021;6012;185;1672;283;450;939;1887;107;2161;0;148;1760;209;44;
;50 - 54 anos;H;2021;4421;104;2168;446;702;1020;1340;86;723;0;78;506;110;29;
;;M;2021;5063;164;2094;495;651;948;1507;74;1224;0;100;951;148;25;
;55 - 59 anos;H;2021;3985;120;2304;730;666;908;1015;11;535;0;61;372;74;28;
;;M;2021;4855;203;2471;893;614;964;1263;15;903;0;102;664;116;21;
;60 - 64 anos;H;2021;3788;140;2349;1067;547;735;840;0;459;0;66;305;62;26;
;;M;2021;4706;196;2795;1370;548;877;1097;0;618;0;76;448;69;25;
;65 - 69 anos;H;2021;3636;160;2521;1605;382;534;572;0;383;0;78;263;27;15;
;;M;2021;4700;272;3262;2137;394;731;672;0;494;0;99;349;35;11;
;70 - 74 anos;H;2021;3624;168;2881;1954;303;624;321;0;254;0;63;171;12;8;
;;M;2021;4607;312;3637;2583;342;712;348;0;310;0;85;196;24;5;
;75 ou mais anos;H;2021;5788;441;4701;3539;416;746;397;0;249;0;60;159;18;12;
;;M;2021;8557;1643;6279;5180;426;673;310;0;325;0;149;157;12;7;
111603: Odivelas;Total;H;2021;27876;3571;11473;4083;2629;4761;6833;443;5556;70;337;3720;1284;145;
;;M;2021;31710;4297;12210;5423;2446;4341;6876;292;8035;20;438;5650;1756;171;
;Menos de 15 anos;H;2021;4594;2896;1698;744;836;118;0;0;0;0;0;0;0;0;
;;M;2021;4527;2918;1609;674;809;126;0;0;0;0;0;0;0;0;
;15 - 19 anos;H;2021;1459;19;955;3;140;812;482;1;2;2;0;0;0;0;
;;M;2021;1368;8;820;5;106;709;540;0;0;0;0;0;0;0;
;20 - 24 anos;H;2021;1650;42;296;6;40;250;944;45;323;18;0;260;45;0;
;;M;2021;1565;37;191;6;25;160;823;34;480;8;0;399;73;0;
;25 - 29 anos;H;2021;1828;58;306;11;47;248;691;66;707;23;0;411;268;5;
;;M;2021;1823;50;191;11;30;150;576;42;964;3;0;565;390;6;
;30 - 34 anos;H;2021;1894;53;366;20;66;280;606;60;809;15;5;436;337;16;
;;M;2021;2010;59;270;21;48;201;489;48;1144;2;4;619;490;29;
;35 - 39 anos;H;2021;2106;43;453;30;78;345;651;84;875;8;46;563;234;24;
;;M;2021;2317;61;355;28;51;276;597;36;1268;5;43;870;321;29;
;40 - 44 anos;H;2021;2491;51;587;52;132;403;798;82;973;4;47;732;170;20;
;;M;2021;2691;68;400;42;90;268;795;65;1363;2;56;1074;206;25;
;45 - 49 anos;H;2021;2251;43;715;87;213;415;746;68;679;0;54;503;100;22;
;;M;2021;2448;76;592;83;161;348;752;35;993;0;55;818;93;27;
;50 - 54 anos;H;2021;1736;35;794;169;249;376;541;33;333;0;32;240;44;17;
;;M;2021;2088;71;807;169;246;392;642;29;539;0;44;427;58;10;
;55 - 59 anos;H;2021;1560;43;830;244;226;360;442;4;241;0;27;167;33;14;
;;M;2021;1920;81;856;288;213;355;543;3;437;0;43;328;52;14;
;60 - 64 anos;H;2021;1365;44;801;324;196;281;336;0;184;0;29;127;16;12;
;;M;2021;1806;62;991;446;184;361;472;0;281;0;36;199;29;17;
;65 - 69 anos;H;2021;1376;55;864;509;143;212;268;0;189;0;36;131;16;6;
;;M;2021;1881;96;1211;722;161;328;327;0;247;0;46;173;20;8;
;70 - 74 anos;H;2021;1374;55;1048;637;105;306;146;0;125;0;38;76;9;2;
;;M;2021;1856;118;1390;916;132;342;181;0;167;0;49;98;17;3;
;75 ou mais anos;H;2021;2192;134;1760;1247;158;355;182;0;116;0;23;74;12;7;
;;M;2021;3410;592;2527;2012;190;325;139;0;152;0;62;80;7;3;
111608: União das freguesias de Pontinha e Famões;Total;H;2021;16747;2217;8226;3357;1876;2993;3885;237;2182;44;129;1464;505;40;
;;M;2021;18364;2592;8475;4166;1625;2684;3798;176;3323;15;202;2352;701;53;
;Menos de 15 anos;H;2021;2577;1622;955;372;504;79;0;0;0;0;0;0;0;0;
;;M;2021;2494;1575;919;367;468;84;0;0;0;0;0;0;0;0;
;15 - 19 anos;H;2021;864;9;547;6;84;457;306;0;2;2;0;0;0;0;
;;M;2021;868;6;521;4;57;460;340;0;1;1;0;0;0;0;
;20 - 24 anos;H;2021;1032;24;207;8;31;168;575;34;192;18;0;146;27;1;
;;M;2021;901;13;136;4;28;104;505;14;233;3;0;189;41;0;
;25 - 29 anos;H;2021;1042;32;232;14;34;184;433;36;309;10;0;181;117;1;
;;M;2021;1072;30;184;16;36;132;361;25;472;6;0;300;164;2;
;30 - 34 anos;H;2021;1027;32;282;23;55;204;352;34;327;8;5;178;131;5;
;;M;2021;1185;40;216;17;47;152;388;41;500;3;7;284;193;13;
;35 - 39 anos;H;2021;1202;45;376;19;78;279;412;44;325;6;16;194;98;11;
;;M;2021;1206;51;280;29;54;197;358;15;502;1;17;357;119;8;
;40 - 44 anos;H;2021;1351;24;446;47;118;281;500;39;342;0;19;266;53;4;
;;M;2021;1409;50;368;45;93;230;423;28;540;1;30;420;80;9;
;45 - 49 anos;H;2021;1207;39;551;76;171;304;376;22;219;0;16;167;33;3;
;;M;2021;1376;49;477;103;133;241;435;26;389;0;32;310;40;7;
;50 - 54 anos;H;2021;1049;38;579;140;180;259;286;24;122;0;14;88;16;4;
;;M;2021;1210;50;595;161;181;253;326;22;217;0;24;166;24;3;
;55 - 59 anos;H;2021;1032;42;667;227;198;242;218;4;101;0;13;73;10;5;
;;M;2021;1213;61;723;292;169;262;252;5;172;0;20;130;18;4;
;60 - 64 anos;H;2021;1022;47;689;357;147;185;183;0;103;0;18;69;14;2;
;;M;2021;1205;66;785;450;140;195;213;0;141;0;21;102;16;2;
;65 - 69 anos;H;2021;966;59;735;508;98;129;115;0;57;0;12;40;3;2;
;;M;2021;1089;73;841;620;84;137;104;0;71;0;19;46;4;2;
;70 - 74 anos;H;2021;917;57;761;578;80;103;55;0;44;0;5;37;1;1;
;;M;2021;1075;82;909;734;63;112;46;0;38;0;8;28;1;1;
;75 ou mais anos;H;2021;1459;147;1199;982;98;119;74;0;39;0;11;25;2;1;
;;M;2021;2061;446;1521;1324;72;125;47;0;47;0;24;20;1;2;
111609: União das freguesias de Póvoa de Santo Adrião e Olival Basto;Total;H;2021;8725;1173;4131;1593;870;1668;2093;133;1195;20;91;807;253;24;
;;M;2021;10081;1333;4589;2167;833;1589;2312;63;1784;8;141;1245;371;19;
;Menos de 15 anos;H;2021;1287;890;397;167;197;33;0;0;0;0;0;0;0;0;
;;M;2021;1216;763;453;208;203;42;0;0;0;0;0;0;0;0;
;15 - 19 anos;H;2021;401;8;245;2;46;197;147;1;0;0;0;0;0;0;
;;M;2021;441;5;270;1;32;237;165;0;1;1;0;0;0;0;
;20 - 24 anos;H;2021;522;8;133;8;14;111;296;16;69;5;0;55;9;0;
;;M;2021;517;5;88;3;12;73;306;8;110;2;0;89;19;0;
;25 - 29 anos;H;2021;602;21;124;11;15;98;258;26;173;7;0;115;50;1;
;;M;2021;609;19;81;5;9;67;238;7;264;2;0;177;85;0;
;30 - 34 anos;H;2021;648;19;179;19;31;129;204;27;219;3;1;140;71;4;
;;M;2021;689;33;140;13;26;101;209;11;296;2;5;178;109;2;
;35 - 39 anos;H;2021;642;25;181;22;36;123;228;20;188;3;15;127;41;2;
;;M;2021;633;37;113;12;22;79;221;11;251;1;23;166;57;4;
;40 - 44 anos;H;2021;615;20;243;22;57;164;201;13;138;2;14;92;27;3;
;;M;2021;703;24;199;30;41;128;239;10;231;0;16;179;35;1;
;45 - 49 anos;H;2021;613;18;280;39;82;159;188;21;106;0;7;81;14;4;
;;M;2021;640;26;230;47;52;131;211;10;163;0;15;129;14;5;
;50 - 54 anos;H;2021;482;15;267;52;73;142;142;8;50;0;7;32;11;0;
;;M;2021;596;26;274;78;77;119;167;4;125;0;8;97;19;1;
;55 - 59 anos;H;2021;491;13;292;98;85;109;119;1;66;0;9;45;10;2;
;;M;2021;582;28;322;129;75;118;143;2;87;0;13;58;14;2;
;60 - 64 anos;H;2021;483;27;289;130;71;88;111;0;56;0;7;34;11;4;
;;M;2021;659;34;387;179;82;126;160;0;78;0;9;54;12;3;
;65 - 69 anos;H;2021;458;17;310;186;53;71;73;0;58;0;14;39;4;1;
;;M;2021;741;50;487;305;60;122;126;0;78;0;13;60;5;0;
;70 - 74 anos;H;2021;552;24;446;296;48;102;48;0;34;0;8;23;1;2;
;;M;2021;755;51;587;381;74;132;67;0;50;0;15;32;2;1;
;75 ou mais anos;H;2021;929;68;745;541;62;142;78;0;38;0;9;24;4;1;
;;M;2021;1300;232;958;776;68;114;60;0;50;0;24;26;0;0;
111610: União das freguesias de Ramada e Caneças;Total;H;2021;16376;2120;7178;2679;1705;2794;3946;247;2885;34;183;1988;611;69;
;;M;2021;18155;2445;7133;3195;1496;2442;3952;194;4431;16;227;3209;913;66;
;Menos de 15 anos;H;2021;2864;1837;1027;458;509;60;0;0;0;0;0;0;0;0;
;;M;2021;2777;1750;1027;425;510;92;0;0;0;0;0;0;0;0;
;15 - 19 anos;H;2021;933;5;621;1;77;543;307;0;0;0;0;0;0;0;
;;M;2021;951;11;590;2;53;535;349;1;0;0;0;0;0;0;
;20 - 24 anos;H;2021;914;12;165;4;20;141;525;26;186;10;0;144;32;0;
;;M;2021;915;8;96;3;18;75;498;18;295;5;0;245;44;1;
;25 - 29 anos;H;2021;817;6;147;2;23;122;348;33;283;10;0;176;96;1;
;;M;2021;858;13;102;3;11;88;269;24;450;6;0;261;181;2;
;30 - 34 anos;H;2021;978;10;213;13;40;160;344;31;380;6;2;228;136;8;
;;M;2021;1139;22;148;7;24;117;339;29;601;2;4;363;225;7;
;35 - 39 anos;H;2021;1293;7;289;15;51;223;433;51;513;7;17;355;126;8;
;;M;2021;1357;14;188;11;32;145;355;32;768;2;12;555;182;17;
;40 - 44 anos;H;2021;1414;11;394;26;93;275;467;45;497;1;35;366;83;12;
;;M;2021;1569;22;242;18;40;184;471;30;804;1;32;641;114;16;
;45 - 49 anos;H;2021;1364;19;474;44;146;284;454;38;379;0;35;287;52;5;
;;M;2021;1548;34;373;50;104;219;489;36;616;0;46;503;62;5;
;50 - 54 anos;H;2021;1154;16;528;85;200;243;371;21;218;0;25;146;39;8;
;;M;2021;1169;17;418;87;147;184;372;19;343;0;24;261;47;11;
;55 - 59 anos;H;2021;902;22;515;161;157;197;236;2;127;0;12;87;21;7;
;;M;2021;1140;33;570;184;157;229;325;5;207;0;26;148;32;1;
;60 - 64 anos;H;2021;918;22;570;256;133;181;210;0;116;0;12;75;21;8;
;;M;2021;1036;34;632;295;142;195;252;0;118;0;10;93;12;3;
;65 - 69 anos;H;2021;836;29;612;402;88;122;116;0;79;0;16;53;4;6;
;;M;2021;989;53;723;490;89;144;115;0;98;0;21;70;6;1;
;70 - 74 anos;H;2021;781;32;626;443;70;113;72;0;51;0;12;35;1;3;
